firm_id,firm_name,n_trials,first_approval_date,n_approvals
2157,"BJ Bioscience, Inc.",2,NA,0
2158,"BL&H Co., Ltd",1,NA,0
2159,"Black Diamond Therapeutics, Inc.",3,NA,0
2160,"Black Tie Medical, Inc.",2,NA,0
2161,"BlackSwan Vascular, Inc.",1,NA,0
2162,"BlackThorn Therapeutics, Inc.",7,NA,0
2163,Blackwell Device Consulting,2,NA,0
2164,Blade Therapeutics,9,NA,0
2165,Blau Farmaceutica S.A.,4,NA,0
2167,Blaze Bioscience Inc.,7,NA,0
2168,Bledina,4,NA,0
2169,"Bleep, LLC",3,NA,0
2170,"Blinktbi, Inc.",1,NA,0
2171,BLIS Technologies Limited,7,NA,0
2172,"Bliss Biopharmaceutical (Hangzhou) Co., Ltd",3,NA,0
2173,"Blood Purification Technologies, Inc.",1,NA,0
2175,Bloom Technologies,7,NA,0
2176,"Bloomage Biotechnology Corp., Ltd.",1,NA,0
2177,BloomedIn,1,NA,0
2178,Blu Caribe,1,NA,0
2180,Blue Earth Diagnostics,9,2016-05-27,2
2182,Blue Lake Biotechnology Inc.,2,NA,0
2183,Blue Marble Rehab Inc,3,NA,0
2184,Blue Note Therapeutics,5,NA,0
2185,Blueback,1,NA,0
2186,Blueberry Therapeutics,1,NA,0
2187,bluebird bio,13,NA,0
2188,BlueDop Medical LTD,1,NA,0
2189,Bluedrop Medical Limited,2,NA,0
2190,"Bluejay Diagnostics, Inc.",5,NA,0
2191,Blueprint Medicines Corporation,23,2020-01-09,2
2192,BlueRock Therapeutics,3,NA,0
2193,BlueSky Immunotherapies GmbH,3,NA,0
2194,BlueWillow Biologics,2,NA,0
2195,BlueWind Medical,9,NA,0
2196,BMG Pharma,1,NA,0
2197,BMI Korea,2,NA,0
2198,"Boa Biomedical, Inc.",1,NA,0
2199,"Bobbie Baby, Inc",1,NA,0
2200,Bochang,1,NA,0
2201,Bod Australia,2,NA,0
2202,Bodychillz Ltd,1,NA,0
2203,Bodyport Inc.,1,NA,0
2204,Boehringer Ingelheim,2148,1961-12-06,51
2206,Bogdan Bercean,1,NA,0
2207,Bohus Biotech AB,1,NA,0
2208,BOIRON,1,NA,0
2209,"Bold Therapeutics, Inc.",1,NA,0
2211,"Bolt Biotherapeutics, Inc.",4,NA,0
2212,Bolton Medical,13,NA,0
2213,Bonafide Health,1,NA,0
2214,Bonalive Biomaterials Ltd,1,NA,0
2215,Bond Avillion 2 Development LP,6,NA,0
2216,Bond Biosciences,2,NA,0
2217,Bone Therapeutics S.A,11,NA,0
2220,Boneca Corporation,4,NA,0
2221,BONESUPPORT AB,3,NA,0
2222,"Bonn Education Association for Dietetics r.A., Cologne, Germany",2,NA,0
2223,"Bonti, Inc.",3,NA,0
2224,BonusBio Group Ltd,5,NA,0
2225,Boomerang Medical,1,NA,0
2227,"Boryung Pharmaceutical Co., Ltd",115,NA,0
2228,Bosch Healthcare Solutions GmbH,2,NA,0
2229,Cardiologs Technologies,7,NA,0
2231,Boston Image Reading Center,2,NA,0
2232,"Boston Intelligent Medical Research Center, Shenzhen United Scheme Technology Co., Ltd.",2,NA,0
2235,Boston Scientific Corporation,500,NA,0
2237,Boston Scientific Japan K.K.,2,NA,0
2239,BostonGene,1,NA,0
2240,Bostwick Laboratories,1,NA,0
2241,"Bota Bio Co., Ltd.",1,NA,0
2242,"Botanee Group Co., Ltd.",3,NA,0
2243,Botanix Pharmaceuticals,11,NA,0
2244,"Botec Analysis, LLC",2,NA,0
2245,Bottneuro AG,1,NA,0
2246,Boulder Care,1,NA,0
2247,Boundless Bio,1,NA,0
2248,Bows Pharmaceuticals AG,2,NA,0
2249,Brabant Research,1,NA,0
2250,Bracane Company,2,NA,0
2251,"Bracco Diagnostics, Inc",48,1954-04-27,41
2252,Bradmer Pharmaceuticals Inc.,2,NA,0
2253,Braeburn Pharmaceuticals,8,2018-12-21,1
2254,Brahms AG,9,NA,0
2256,Braile Biomedica Ind. Com. e Repr. Ltda.,3,NA,0
2257,Brain Electrophysiology Laboratory Company,4,NA,0
2258,Brain Health Scotland Life Sciences Ltd,1,NA,0
2259,"Brain Neurotherapy Bio, Inc.",2,NA,0
2260,Brain Scan Inc.,1,NA,0
2261,"Brain State Technologies, LLC",1,NA,0
2262,"Brain.fm, Inc.",1,NA,0
2263,BRAINBox Solutions Inc,1,NA,0
2264,BrainCells Inc.,3,NA,0
2265,Braindex,1,NA,0
2266,BrainEver,1,NA,0
2267,Brainfarma Industria Química e Farmacêutica S/A,4,NA,0
2268,Braingaze,1,NA,0
2269,Braingear Technologies GmbH,1,NA,0
2270,Brainhero GmbH,1,NA,0
2271,Brainlab AG,1,NA,0
2272,Brainmarc Ltd.,5,NA,0
2273,BrainQ Technologies Ltd.,3,NA,0
2274,"BrainScope Company, Inc.",11,NA,0
2275,BrainsGate,7,NA,0
2276,BrainSonix Inc.,1,NA,0
2277,Brainstorm-Cell Therapeutics,6,NA,0
2278,Brainsway,19,NA,0
2279,Braintale,1,NA,0
2280,Braintree Laboratories,49,1984-07-13,5
2281,"Brainvectis, a subsidiary of Asklepios BioPharmaceutical, Inc. (AskBio)",1,NA,0
2282,BrainX Corporation,1,NA,0
2283,Brand's Suntory Asia,4,NA,0
2284,BrandiZone,1,NA,0
2285,Braster S.A.,1,NA,0
2286,Brava,1,NA,0
2287,BRC Operations Pty. Ltd.,2,NA,0
2288,Breas Medical S.A.R.L.,2,NA,0
2290,Breath of Life International Pharma Ltd,9,NA,0
2291,BreathTec Biomedical Inc.,1,NA,0
2292,Breezy Industries Ltd.,1,NA,0
2293,BresoTEC Inc.,1,NA,0
2294,Brexogen Inc.,2,NA,0
2295,BriaCell Therapeutics Corporation,3,NA,0
2297,"Bridge Biotherapeutics, Inc.",12,NA,0
2299,BridgePoint Medical,2,NA,0
2300,Bridor,1,NA,0
2301,Brien Holden Vision,3,NA,0
2302,"Bright Cell, Inc.",2,NA,0
2303,Bright Cloud International Corp,7,NA,0
2304,"Bright Dairy & Food Co., Ltd",3,NA,0
2305,Bright Future Pharmaceuticals Factory O/B Bright Future Pharmaceutical Laboratories Limited,5,NA,0
2307,Uro Medical Corporation,6,NA,0
2308,Brightlobe Limited,1,NA,0
2309,BrightOutcome,2,NA,0
2310,BrightPath Biotherapeutics,2,NA,0
2311,Brightseed,2,NA,0
2312,Brighttonix Medical Ltd.,1,NA,0
2313,BrightView LLC,3,NA,0
2314,Brii Biosciences Limited,9,NA,0
2315,"Brii Biosciences, Inc.",1,NA,0
2316,Brillian Pharma Inc.,1,NA,0
2317,BRIM Biotechnology Inc.,4,NA,0
2318,Brimrose Technology Corporation,1,NA,0
2319,BriovaRx Infusion Services,3,NA,0
2320,"Bristlecone Health, Inc.",3,NA,0
2322,Bristol-Myers Squibb,1391,1991-10-09,15
2323,Britannia Pharmaceuticals Ltd.,3,NA,0
2324,British American Tobacco (Investments) Limited,6,NA,0
2325,Brlev Agricultural Crops Ltd,1,NA,0
2326,Brock Beauty Inc.,1,NA,0
2327,"BrodenBio Co., Ltd.",2,NA,0
2329,Broncus Medical Inc,13,NA,0
2330,"Brooklyn ImmunoTherapeutics, LLC",2,NA,0
2331,Brookside Research & Development Company,2,NA,0
2332,"BrosMed Medical Co., Ltd",5,NA,0
2333,Bruce Shapiro M.D.,4,NA,0
2334,Bruder Healthcare,1,NA,0
2335,"Bruin Biometrics, LLC",2,NA,0
2336,Bruker Daltonics,1,NA,0
2337,Bruno Vision Care,1,NA,0
2339,BSN Medical GmbH,10,NA,0
2341,BSP Biological Signal Processing Ltd.,5,NA,0
2342,BTL Industries Ltd.,50,NA,0
2343,Bubba Nicholson,1,NA,0
2344,Bugworks Research Inc.,2,NA,0
2345,Bühlmann Laboratories AG,3,NA,0
2346,"Building Block Nutritionals, LLC",2,NA,0
2347,Bukwang Pharmaceutical,33,NA,0
2348,"Bulletproof 360, Inc.",1,NA,0
2349,Bunge Loders Croklaan,1,NA,0
2351,"Burl Concepts, Inc.",1,NA,0
2352,Burroughs Wellcome,1,NA,0
2353,Burst Biologics,2,NA,0
2354,Burt's Bees Inc.,2,NA,0
2355,Butterfly Medical Ltd.,4,NA,0
2357,Buzzard Pharmaceuticals,1,NA,0
2358,BUZZZ Pharmaceuticals Limited,2,NA,0
2359,ByHeart,3,NA,0
2360,Byondis B.V.,8,NA,0
2361,Byteflies,2,NA,0
2362,BZL Biologics,1,NA,0
2363,C. R. Bard,92,NA,0
2364,"C.B. Fleet Company, Inc.",2,NA,0
2365,"C.E.M. Biotronik, S.A.",1,NA,0
2366,C.O.C. Farmaceutici S.r.l.,9,NA,0
2367,"C.T. Development America, Inc.",3,NA,0
2368,C2i Genomics,1,NA,0
2369,C2N Diagnostics,3,NA,0
2370,"C4 Therapeutics, Inc.",3,NA,0
2371,C4Pain,1,NA,0
2372,"C8 MediSensors, Inc.",1,NA,0
2373,Cabaletta Bio,4,NA,0
2374,Cabinet de Kinesitherapie SCM Saint-Alexandre,1,NA,0
2375,CABYC,3,NA,0
2376,Cadence Pharmaceuticals,2,1975-03-17,3
2377,Cadent Therapeutics,3,NA,0
2378,Cadex Genomics,1,NA,0
2379,Cadila Pharnmaceuticals,11,NA,0
2380,CADskills,1,NA,0
2381,"Cadwell Industries, Inc.",1,NA,0
2382,Caelus Pharmaceuticals BV,1,NA,0
2384,Caerus Corporation,2,NA,0
2385,CAGE Bio Inc.,7,NA,0
2386,Cagent Vascular LLC,4,NA,0
2387,Cairn Diagnostics,5,NA,0
2388,"CairnSurgical, Inc.",1,NA,0
2389,Caisson Interventional LLC,2,NA,0
2390,"Cala Health, Inc.",8,NA,0
2391,Calando Pharmaceuticals,1,NA,0
2392,Calanus,1,NA,0
2393,"Calcilytix Therapeutics, Inc., a BridgeBio company",3,NA,0
2394,"CalciMedica, Inc.",6,NA,0
2395,Calcivis Ltd,3,NA,0
2396,"Caldera Medical, Inc.",1,NA,0
2397,"Calgent Biotechnology Co., Ltd",1,NA,0
2398,"Calhoun Vision, Inc.",2,NA,0
2399,Cali Pharmaceuticals LLC,5,NA,0
2400,"Calibra Medical, Inc.",2,NA,0
2401,Calico Life Sciences LLC,7,NA,0
2402,"Calimmune, Inc.",2,NA,0
2403,"Calithera Biosciences, Inc",30,NA,0
2404,"Caliway Biopharmaceuticals Co., Ltd.",10,NA,0
2405,Calliditas Therapeutics AB,11,2021-12-15,1
2407,Callisto Pharmaceuticals,6,NA,0
2408,Calm Water Therapeutics LLC,2,NA,0
2409,"Calm.com, Inc.",3,NA,0
2410,"Calosyn Pharma, Inc.",1,NA,0
2411,Calroy Health Sciences,1,NA,0
2412,Calyan Technologies,1,NA,0
2413,Calypso Biotech BV,1,NA,0
2414,"Calyxo, Inc.",1,NA,0
2415,Camber Spine Technologies,1,NA,0
2416,Cambium Medical Technologies LLC,1,NA,0
2417,Cambridge Glycoscience,3,NA,0
2419,Cambridge Heart Inc.,3,NA,0
2420,"Camino Pharma, LLC",1,NA,0
2421,Camlin Ltd,2,NA,0
2422,CAMP4 Therapeutics Corporation,1,NA,0
2423,Camstent Ltd.,4,NA,0
2424,Camurus AB,8,NA,0
2425,Can-Fite BioPharma,19,NA,0
2426,"Canada Royal Enoch Phytomedicine Co., Ltd.",1,NA,0
2427,Canadian Research & Education in Arthritis,2,NA,0
2428,CanariaBio Inc.,5,NA,0
2429,Canary Medical,3,NA,0
2430,CanBas Co. Ltd.,5,NA,0
2431,Canbex Therapeutics Ltd,1,NA,0
2433,CANbridge Life Sciences Ltd.,5,NA,0
2436,"Cancer Intelligence Care Systems, Inc.",1,NA,0
2440,CancerVax Corporation,3,NA,0
2441,"Candel Therapeutics, Inc.",10,NA,0
2443,Candela Corporation,17,NA,0
2444,"Candesant Biomedical, Inc.",1,NA,0
2445,Cangene Corporation,3,NA,0
2446,Cankado GmbH,4,NA,0
2447,Cannabics Pharmaceuticals Inc.,1,NA,0
2448,CannaXan GmbH,2,NA,0
2449,"Canon Medical Systems, USA",1,NA,0
2450,Canopy Growth Corporation,10,NA,0
2451,CanSino Biologics Inc.,27,NA,0
2452,Cantargia AB,6,NA,0
2453,"Cantero Therapeutics, a BridgeBio company",1,NA,0
2454,Cantex Pharmaceuticals,4,NA,0
2455,CanWell Pharma Inc.,2,NA,0
2457,CanXida,1,NA,0
2458,"Canyon Pharmaceuticals, Inc.",3,NA,0
2460,"CAO Group, Inc.",2,NA,0
2461,Capella Bioscience Ltd,1,NA,0
2462,"Capillary Biomedical, Inc.",3,NA,0
2463,"Capillus, LLC",1,NA,0
2464,"Capnia, Inc.",8,NA,0
2465,PharmaMar,49,NA,0
2466,Capricor Inc.,10,NA,0
2467,"Capsida Biotherapeutics, Inc.",1,NA,0
2468,"Capso Vision, Inc.",5,NA,0
2469,Capstone Therapeutics,4,NA,0
2470,"Capsulomics, Inc.",1,NA,0
2471,"Caption Health, Inc.",2,NA,0
2472,"Captozyme, Inc.",1,NA,0
2473,Perfect Care Distribution,6,NA,0
2474,"CAR-T (Shanghai) Biotechnology Co., Ltd.",5,NA,0
2476,"Cara Therapeutics, Inc.",28,2021-08-23,2
2477,Carag AG,6,NA,0
2478,Carbiogene Therapeutics Co. Ltd.,1,NA,0
2479,CarboFix Orthopedics Ltd.,1,NA,0
2481,"Carbylan Therapeutics, Inc.",4,NA,0
2482,Cardeas Pharma,3,NA,0
2484,Cardiac Dimensions Pty Ltd,5,NA,0
2486,Cardiac Implants LLC,2,NA,0
2487,"Cardiac Regeneration Technologies, LLC",1,NA,0
2488,Cardiac Success,1,NA,0
2489,"CardiacAssist, Inc.",2,NA,0
2490,Cardiaccs AS,1,NA,0
2491,CardiacSense Ltd.,8,NA,0
2492,CARDIAGS,1,NA,0
2493,"Cardialen, Inc.",6,NA,0
2494,Cardiapex Ltd.,1,NA,0
2495,Cardiatis,3,NA,0
2496,Cardiavent Inc.,1,NA,0
2497,Cardiawave SA,4,NA,0
2498,"Cardica, Inc",4,NA,0
2499,Cardiff Oncology,7,NA,0
2500,Cardinal Health,1,NA,0
2501,"Cardinal Health 414, LLC",4,1981-02-17,5
2502,"Cardio Flow, Inc.",2,NA,0
2503,Cardio Med Medical Center,11,NA,0
2504,"Cardio Ring Technologies, Inc. Taiwan Branch",1,NA,0
2505,CardioCell LLC,1,NA,0
2506,Cardiocity Limited,2,NA,0
2507,CardioDex,2,NA,0
2508,CardioDx,13,NA,0
2509,CardioDynamics,2,NA,0
2510,"Shanghai MicroPort CardioFlow Medtech Co., Ltd.",7,NA,0
2511,CardioFocus,9,NA,0
2512,CardioGard Medical Ltd.,1,NA,0
2513,"Cardiogenesis Corporation, a wholly-owned subsidiary of CryoLife, Inc.",3,NA,0
2514,CardioKine Inc.,7,NA,0
2515,"CardioKinetix, Inc",7,NA,0
2516,Cardiokol Ltd,1,NA,0
2517,Cardiol Therapeutics Inc.,3,NA,0
2519,CardioMech AS,1,NA,0
2520,CardioMEMS,3,NA,0
2521,Cardiometabolics,1,NA,0
2522,"CardioNavi MedTech (Wuhan) Co., Ltd.",1,NA,0
2523,Cardionet,1,NA,0
2524,Cardionomic Inc.,2,NA,0
2525,"ZhuHai Cardionovum Medical Device Co., Ltd.",9,NA,0
2526,Cardior Pharmaceuticals GmbH,3,NA,0
2527,Cardiora Pty. Ltd.,1,NA,0
2528,CardioRenal,6,NA,0
2530,Cardiorentis,1,NA,0
2532,Cardiosonic,1,NA,0
2533,Cardiovalve Ltd.,4,NA,0
2534,Medtronic Cardiovascular,77,NA,0
2537,CardioVia,1,NA,0
2538,Cardiox Corporation,5,NA,0
2539,Cardium Therapeutics,4,NA,0
2540,"Cardiva Medical, Inc.",6,NA,0
2541,Cardiva2 S.L.,1,NA,0
2542,Cardix Therapeutics LLC,1,NA,0
2543,"Cardurion Pharmaceuticals, Inc.",5,NA,0
2544,CARE Pharma Shanghai Ltd.,3,NA,0
2546,Carebot s.r.o.,2,NA,0
2547,"Carecubes, Inc.",1,NA,0
2548,CareDx,14,NA,0
2549,CareFusion,9,NA,0
2550,Caregen Co. Ltd.,2,NA,0
2551,CareLigo AB,2,NA,0
2552,"Careseng Biotech Co., Ltd.",2,NA,0
2553,"Carestream Health, Inc.",8,NA,0
2554,CareTaker Medical LLC,4,NA,0
2555,CareTelCom AB,1,NA,0
2556,"Carevive Systems, Inc.",12,NA,0
2557,Cargill,12,NA,0
2558,CARGO Therapeutics,1,NA,0
2559,"Caribou Biosciences, Inc.",4,NA,0
2560,Carina Biotech Limited,1,NA,0
2561,Carine Beysen,1,NA,0
2562,"Caris Science, Inc.",5,NA,0
2563,Carisma Therapeutics Inc,2,NA,0
2564,Caristo Diagnostics Limited,1,NA,0
2565,Carl Zeiss Meditec AG,49,NA,0
2568,Carmat SA,4,NA,0
2570,Carmell Therapeutics Corporation,4,2017-12-19,1
2572,"Carmot Therapeutics, Inc.",6,NA,0
2573,"Carna Biosciences, Inc.",1,NA,0
2574,Caroline Scott,1,NA,0
2575,Carponovum AB,3,NA,0
2576,Carré Technologies Inc.,1,NA,0
2577,Carrick Therapeutics Limited,3,NA,0
2578,"CARsgen Therapeutics Co., Ltd.",9,NA,0
2579,Cartesian Therapeutics,8,NA,0
2580,CarThera,2,NA,0
2581,Cartiheal (2009) Ltd,4,NA,0
2582,"Cartiva, Inc.",7,NA,0
2583,"CAS Lamvac Biotech Co., Ltd.",4,NA,0
2585,Cascadian Therapeutics Inc.,12,NA,0
2586,RECORDATI GROUP,14,NA,0
2587,"CASI Pharmaceuticals, Inc.",21,2002-06-27,7
2588,Caspar Wohlfahrt,1,NA,0
2589,"Cassava Sciences, Inc.",8,NA,0
2590,Cassella-med GmbH & Co. KG,1,NA,0
2591,Cassiopea SpA,7,NA,0
2593,"Castle Creek Biosciences, LLC.",22,NA,0
2595,Catabasis Pharmaceuticals,13,NA,0
2596,CatalYm GmbH,2,NA,0
2597,Catalysis SL,48,NA,0
2600,"Catalyst Pharmaceuticals, Inc.",21,2018-11-28,2
2601,Catapult Therapeutics,1,NA,0
2602,Catherine Mikus,1,NA,0
2603,Catheter Precision. Inc.,2,NA,0
2604,"Catheter Robotics, Inc.",1,NA,0
2605,CathVision ApS,5,NA,0
2606,CathWorks Ltd.,4,NA,0
2607,Causeway Therapeutics,2,NA,0
2608,CaveoMed GmbH,2,NA,0
2609,"Cavu Medical, Inc.",1,NA,0
2610,CBA Research,2,NA,0
2611,CbsBioscience,1,NA,0
2612,"CBT4CBT, LLC",1,NA,0
2613,CCH Pharmaceuticals,1,NA,0
2614,"CCRF Inc., Beijing, China",6,NA,0
2615,CD Pharma India Pvt. Ltd.,7,NA,0
2617,"CDA Research Group, Inc.",5,NA,0
2618,CDM e-Health,1,NA,0
2619,CDx Diagnostics,6,NA,0
2620,"Cearna, Inc.",2,NA,0
2621,CEBIOTEX,1,NA,0
2622,Cebix Incorporated,2,NA,0
2623,Ceek Enterprises,1,NA,0
2624,"Ceevra, Inc.",3,NA,0
2625,Cefaly Technology,7,NA,0
2626,CEL-SCI Corporation,2,NA,0
2627,"CelaCare Technologies, Inc.",1,NA,0
2628,"Celavie Bioscences, LLC",1,NA,0
2629,Celcuity Inc,4,NA,0
2630,CeleCor Therapeutics,3,NA,0
2631,Celergan SA,1,NA,0
2632,"Celéri Health, Inc.",1,NA,0
2633,"Celero Systems, Inc.",2,NA,0
2634,Celestra Health Systems,1,NA,0
2636,Celgene,465,1998-07-16,12
2637,Celio Technology Inc.,1,NA,0
2638,Cell Biopeutics Resources Sdn Bhd,2,NA,0
2640,Cell Energy Life Sciences Group Co. LTD,1,NA,0
2644,"Shanghai Cell Therapy Group Co.,Ltd",17,NA,0
2645,Cell>Point LLC,5,NA,0
2646,Cell2Cure ApS,2,NA,0
2647,CellabMED,3,NA,0
2648,CellAct Pharma GmbH,1,NA,0
2649,Celladon Corporation,3,NA,0
2650,"CellAegis US, Inc.",1,NA,0
2651,Cellaion SA,7,NA,0
2652,"Cellatoz Therapeutics, Inc",1,NA,0
2653,"Cellbion Co., Ltd.",1,NA,0
2654,CellCentric Ltd.,2,NA,0
2655,Cellceutix Corporation,4,NA,0
2657,Cellcolabs Clinical LTD.,5,NA,0
2658,CellCoTec B.V.,1,NA,0
2659,Celldex Therapeutics,37,NA,0
2660,Cellect Biotechnology,2,NA,0
2662,"Cellectar Biosciences, Inc.",12,NA,0
2663,Cellectis S.A.,6,NA,0
2664,Cellegy Pharmaceuticals,1,NA,0
2665,"Cellenkos, Inc.",5,NA,0
2666,Cellerant Therapeutics,3,NA,0
2667,"Celleration, Inc.",6,NA,0
2668,Cellerix,1,NA,0
2669,Celleron Therapeutics Ltd.,1,NA,0
2670,Cellestia Biotech AG,1,NA,0
2671,Cellevolve Bio Inc,1,NA,0
2672,"Cellex, Inc.",1,NA,0
2673,Cellf Bio LLC,1,NA,0
2674,"Cellid Co., Ltd.",7,NA,0
2675,CellinCells,1,NA,0
2676,"Cellivery Therapeutics, Inc.",1,NA,0
2677,CellMax Life,1,NA,0
2678,CellMaxLife,3,NA,0
2679,"CellMed AG, a subsidiary of BTG plc.",4,NA,0
2680,CellMedX Corporation,1,NA,0
2681,Cellonis Biotechnology Co. Ltd.,2,NA,0
2682,"Cellphire Therapeutics, Inc.",5,NA,0
2683,CellPraxis Bioengenharia Ltda.,1,NA,0
2684,CellProthera,3,NA,0
2685,CellSeed Inc.,3,NA,0
2687,"CellSight Technologies, Inc.",10,NA,0
2688,Celltex Therapeutics Corporation,5,NA,0
2689,CellTrans Inc.,2,NA,0
2691,Celltrion,67,2001-04-16,54
2695,Cellworks Group Inc.,1,NA,0
2696,Cellxpert Biotechnology Corp.,7,NA,0
2697,Celon Pharma SA,11,NA,0
2698,"CeloNova BioSciences, Inc.",6,NA,0
2699,Celsee Diagnostics,1,NA,0
2700,"Celsius Therapeutics, Inc.",1,NA,0
2701,Celsius42 GmbH,1,NA,0
2702,Celsus Therapeutics PLC,1,NA,0
2704,Celtic Pharma Development Services,9,NA,0
2705,Celularity Incorporated,17,NA,0
2706,Celyad Oncology SA,13,NA,0
2707,CEMAG Care,1,NA,0
2708,CEN Biotech,13,NA,0
2709,Cendres+Métaux,1,NA,0
2710,CeNeRx BioPharma Inc.,5,NA,0
2711,Centaflow,1,NA,0
2712,"Centagen, Inc.",1,NA,0
2713,Centaur Pharmaceuticals,2,2021-12-30,2
2714,"Centaurus Biopharma Co., Ltd.",2,NA,0
2715,Centennial Medical Group,1,NA,0
2717,Center for Cardiovascular Reseach and Innovation,1,NA,0
2718,"Center for Diabetes Control, Inc.",1,NA,0
2719,"Center for Progressive Recovery, LLC",1,NA,0
2720,Center for Reproductive an Genetic Health,4,NA,0
2722,Centervue SpA,2,NA,0
2723,"Centese, Inc.",2,NA,0
2724,Centessa Pharmaceuticals (UK) Limited,1,NA,0
2725,Centinel Spine,2,NA,0
2727,"Centocor, Inc.",88,1994-12-22,8
2729,CENTOGENE GmbH Rostock,57,NA,0
2730,Central Medicare Sdn. Bhd.,1,NA,0
2731,Centre for Neuro Skills,4,NA,0
2732,Centrexion Therapeutics,14,NA,0
2733,"Centricity Vision, Inc.",1,NA,0
2734,"Centro A.F. de Estudios Tecnologicos, S.A.",1,NA,0
2735,Centurion Pharma,1,NA,0
2737,Centus Biotherapeutics Limited,1,NA,0
2739,Cephalon,81,1993-10-04,18
2740,Cephea Valve Technologies,1,NA,0
2741,Cepheid,5,NA,0
2742,Ceprodi S.A. Kot,2,NA,0
2743,Ception Therapeutics,3,NA,0
2744,CeQur Corporation,3,NA,0
2745,Ceragem Clinical Inc.,4,NA,0
2746,Ceragenix Pharmaceuticals,2,NA,0
2747,Ceramisys Ltd,1,NA,0
2748,"CeraPedics, Inc",3,NA,0
2749,CeraRoot SL,1,NA,0
2750,"Ceraxis Health, Inc",1,NA,0
2751,cerbomed GmbH,4,NA,0
2752,Cereal Partners Worldwide,1,NA,0
2753,Cereb AB,1,NA,0
2754,Cerebos Pacific Limited,1,NA,0
2755,Cerebra Medical,3,NA,0
2756,Cerebral Therapeutics LLC,3,NA,0
2757,"Cerebrotech Medical Systems, Inc.",2,NA,0
2758,Cerecare,1,NA,0
2759,Cerecin,22,NA,0
2760,CereGate Inc.,1,NA,0
2761,Cerehealth Corp.,1,NA,0
2762,"CereMark Pharma, LLC",1,NA,0
2763,Cereneo AG,5,NA,0
2764,"Cerenis Therapeutics, SA",5,NA,0
2765,Cereno Scientific AB,2,NA,0
2766,"Cerenovus, Part of DePuy Synthes Products, Inc.",7,NA,0
2767,Cerephex Corporation,4,NA,0
2768,Ceres Heilmittel AG,1,NA,0
2769,CERESPIR,5,NA,0
2770,"Cerevance Beta, Inc.",8,NA,0
2773,CereVasc Inc,4,NA,0
2775,"Cerevast Medical, Inc.",2,NA,0
2777,"Cerevel Therapeutics, LLC",33,NA,0
2778,"CereVu Medical, Inc.",1,NA,0
2779,Ceribell Inc.,2,NA,0
2780,Ceric Sàrl,9,NA,0
2781,Cerimon Pharmaceuticals,8,NA,0
2782,Cerina Therapeutics,1,NA,0
2783,Ceriter Nederland BV,1,NA,0
2784,"Cerium Pharmaceuticals, Inc.",1,NA,0
2785,"CerRx, Inc.",1,NA,0
2786,Certa Therapeutics,1,NA,0
2787,Certara,1,NA,0
2788,Certmedica International GmbH,6,NA,0
2789,Cerus Corporation,18,NA,0
2792,Cesa Projects International,1,NA,0
2793,"Cesca Therapeutics, Inc.",1,NA,0
2794,Cessatech A/S,3,NA,0
2795,"Cessation Therapeutics, Inc.",1,NA,0
2796,Cetylite Industries,2,NA,0
2797,CFD Research Corporation,1,NA,0
2799,"CG Oncology, Inc.",7,NA,0
2800,"Shanghai Kechow Pharma, Inc.",15,NA,0
2801,CGenetix,1,NA,0
2802,"CHA Vaccine Institute Co., Ltd.",6,NA,0
2804,"CHABiotech CO., Ltd",6,NA,0
2805,ChairsideSplint.com,1,NA,0
2806,"Chakshu Research, Inc.",4,NA,0
2807,Champions Oncology,1,NA,0
2808,"ChampionsEdge, LLC",1,NA,0
2809,Chanan Schneider,1,NA,0
2810,Chandra Duggirala,1,NA,0
2811,"Chandra Osborn, PhD, MPH",1,NA,0
2812,"Chang Hee, Lee",2,NA,0
2813,Changchun BCHT Biotechnology Co.,7,NA,0
2814,"Changchun Changsheng Life Science and Technology Co., Ltd.",2,NA,0
2816,"Changchun Huayang High-tech Co., Ltd",1,NA,0
2817,Changchun Intellicrown Pharmaceutical Co. LTD,3,NA,0
2818,Change Accelerator in Respiratory Care,1,NA,0
2819,CHANGHEE LEE,2,NA,0
2820,"Changsha Tsingray Technology Co., Ltd.",1,NA,0
2821,Changzheng-Cinkate,1,NA,0
2822,Changzhou LungHealth Medtech Company Limited,1,NA,0
2823,Channel Medsystems,2,NA,0
2824,Chansu Vascular Technologies,2,NA,0
2825,"Charleston Laboratories, Inc",6,NA,0
2826,"Charlotte's Web, Inc",1,NA,0
2827,Charsire Biotechnology Corp.,3,NA,0
2828,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",4,NA,0
2829,Chase Therapeutics Corporation,2,NA,0
2830,"Chattem, Inc.",5,1951-05-17,2
2831,Check-Cap Ltd.,9,NA,0
2832,Checkable Medical Inc,1,NA,0
2834,"Checkpoint Therapeutics, Inc.",6,NA,0
2835,Cheerain HK Limited,4,NA,0
2836,Cheetah Medical Inc.,2,NA,0
2837,"Chef V, LLC",1,NA,0
2838,Chelsea Therapeutics,16,NA,0
2839,"Chembio Diagnostic Systems, Inc.",4,NA,0
2840,Chembrain LTD,1,NA,0
2841,ChemGenex Pharmaceuticals,2,NA,0
2843,Chemi-Pharm AS,1,NA,0
2844,Chemical Resources,8,NA,0
2845,"Chemigen, LLC",2,NA,0
2846,Chemische Fabrik Kreussler & CO GmbH,1,NA,0
2847,"Chemist Confessions, Inc.",1,NA,0
